word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
pozitivizmus	-	+	5	s	oiiiu	u		"-mufiloz. smer obmedzujúci platnosť ľudského poznania na opis a triedenie pozitívnych faktov ako výsledku bezprostredného pozorovania;"	
pozitív	-	+	3	v	oií	í		"-u 1. obraz, predmet, kt. vznikol ako výsledok kopírovania, odlievania ap.; obraz, na ktorom rozdelenie svetla a tieňa al. farieb zodpovedá skutočnosti,negatív2.prvý st. pri stupňovaní príd. m. a prísl.;"	абстрактное понятие
pôžitkár	+	-	3	r	ôiá	á		NOT FOUND	
pôžitok	-	+	3	k	ôio	o	ok	"-tkupríjemný pocit vyvolaný nejakým zážitkom, rozkoš: mať p. z jedla;s p-om plávať, odpočívať;oddávať sa p-om"	
poznatok	-	+	3	k	oao	o	ok	"-tkujednotlivý výsledok poznávacej činnosti: vedecký, teoretický p.;získavať (nové) p-y"	
pozorovateľ	+	-	5	ľ	oooae	e		"-a-iakto niečo pozoruje: meteorologický p., objektívny, kritický p.,vojak určený na pozorovanie (úseku terénu); osoba, stránka zúčastnená na istom rokovaní bez práva rozhodujúcim spôsobom zasahovať;"	
pozostatok	-	+	4	k	ooao	o	ok	"-tkučo zostalo, zvyšok: p-y hradieb;p-y starého myslenia;telesné p-y mŕtve telo človeka"	
pracovník	+	-	3	k	aoí	í	ník	"-a-ci 1. kto vykonáva istú prácu: technický, vedecký, politický, osvetový p., odbojový p.2. človek v prac. pomere: všetci p-ci podniku;p. a organizácia;"	
pragmatik	+	-	3	k	aai	i	ik	NOT FOUND	
pragmatizmus	-	+	4	s	aaiu	u		"-mu 1. filoz. smer, kt. chápe pravdu ako praktickú hodnotu a užitočnosť2. konanie založené na pragmatickom prístupe, ktorý určujú záujmy jednotlivca: v politike prevláda p.;"	абстрактное понятие
praktik	+	-	2	k	ai	i	ik	"-a-ci 1. človek skúsený v praxi istého odboru2.praktický lekár"	
prameň	+	-	2	ň	ae	e		"-a 1. prirodzené vyvieranie vody al. inej kvapaliny na povrch, žriedlo: liečivý p., p. rieky2. pôvod, zdroj, žriedlo: p. informácií, poznania, sily3. zoskupenie vláken al. iných jednotlivých (dlhých a tenkých) častí niečoho: p. vlasov;p. lana4. spis, listina, doklad: historické p-e● → žaba (sedí) na p-i;"	
pramienok	+	-	4	k	aieo	o	ok	NOT FOUND	
praotec	+	-	3	c	aoe	e	ec	"-tca-oviadávny predok: tu žili naši p-ia"	
prasačník	+	-	3	k	aaí	í	ník	"-a, prasačinec -ncachliev pre prasce "	
prasačinec	+	-	4	c	aaie	e	inec	NOT FOUND	
praskot	-	+	2	t	ao	o	ot	"-upraskanie: p. ohňa, dreva, biča, skla"	
prášok	-	+	2	k	áo	o	ok	"-šku 1.-a veľmi jemná suchá čiastočka nejakej látky: p. múky;nikde ani p., p-a všade čisto2. hmota rozomletá na malé čiastočky: mydlový p., p. do pečiva, p. proti hmyzu;zomlieť niečo na p.3. liek v podobe drobných, jemných čiastočiek al. i v podobe tabliet: p. proti boleniu hlavy, na spanie; brať p-y;"	
pravák	+	-	2	k	aá	á	ák	"-a-cikto uprednostňuje pravú ruku al. nohu,ľavák;"	
pravek	-	+	2	k	ae	e		"-upredhistorické obdobie: slovanský p., p. ľudstva;"	
pravičiar	+	-	4	r	aiia	a		NOT FOUND	
právnik	+	-	2	k	ái	i	ik	NOT FOUND	
pravnuk	+	-	2	k	au	u		NOT FOUND	
pravopis	-	+	3	s	aoi	i		"-usúhrn pravidiel o používaní grafických znakov na zapísanie jazykového prejavu, ortografia;"	
pravouholník	+	-	5	k	aouoí	í	ník	"-aštvoruholník majúci všetky uhly pravé"	
prebehlík	+	-	3	k	eeí	í	ík	"-a-cikto prešiel na opačnú stranu "	
preberač	+	-	3	č	eea	a	č	"-akto niečo preberá : p. hrachu; rozbíjač a triedič rúd"	
prebíjač	+	-	3	č	eía	a	č	"-aprebíjací nástroj, prebíjačka"	
prebytok	-	+	3	k	eyo	o	ok	"-tkučo presahuje potrebný, náležitý počet al. mieru: p. pracovníkov;poľnohospodárske p-y plodiny, kt. ostanú po splnení dodávok;"	абстрактное понятие
prechmat	-	+	2	t	ea	a		"-u 1. nesprávne konanie, často úr., kt. niekoho poškodzuje: politický p.;dopustiť sa p-u2.zmena chmatu"	
prechodník	+	-	3	k	eoí	í	ník	"-aneurč. slovesný tvar utvorený príponou -úc al. -iac a vyjadrujúci vo vete vedľ. dej;"	
prechod	-	+	2	d	eo	o		"-u 1. pohyb z miesta na miesto, prechádzanie, prejdenie: p. cez rieku, cez ulicu;ilegálny p. hraníc2. zmena jedného stavu na druhý: p. z tepla do zimy;p. od malovýroby k veľkovýrobe3. medzistupeň spájajúci dva rozdielne javy: p. k informatizovanej spoločnosti4. obdobie zániku činnosti vaječníkov a menštruácie u žien, klimaktérium5.priechod: auto stojí na p-e,... na priechode;"	
predák	+	-	2	k	eá	á	ák	"-a-ci 1. vedúci prac. skupiny2. kto zaujíma význačné, popredné miesto: politickí, odboroví p-ci;"	
predavač	+	-	3	č	eaa	a	č	"-akto predáva, obyč. v obchode;"	
predchodca	-	+	3		eoa	a		"-u-ovia 1. kto mal pred niekým to isté postavenie: p. terajšieho predsedu, p. panovníka2. kto svojou činnosťou pripravuje činnosť niekoho významného al. rozvoj novej myšlienky: p-ovia Štúra;"	
predkladateľ	+	-	4	ľ	eaae	e		"-a-iakto oficiálne niečo predkladá: p. návrhu uznesenia; p. zákona;"	
predmet	-	+	2	t	ee	e		"-u 1. každý neživý hmotný jav, vec: spotrebný, ozdobný, spomienkový p., p-y osobnej potreby2. to, čím sa niekto zaoberá, čoho sa týka istá činnosť, objekt: p. rozhovoru, myslenia, záujmu, výskumu;vyučovací, (ne)povinný p.,p. sporu3.vedľajší vetný člen, kt. rozvíja sloveso al. príd. m., objekt;"	абстрактное понятие
prednášateľ	+	-	4	ľ	eáae	e		"-a-iakto koná prednášku al. prednášky;"	
prednes	-	+	2	s	ee	e		"-u 1. prednášanie : p. referátu2. spôsob predvedenia umel. diela: precítený p. básne, technicky dokonalý p. skladby;"	абстрактное понятие
prednosta	-	+	3		eoa	a		"-u-oviaosoba stojaca na čele istej inštitúcie; predseda: p. kliniky;p. krajského úradu;p. spolku;"	
predok	-	+	2	k	eo	o	ok	NOT FOUND	
predpis	-	+	2	s	ei	i		"-u 1. záväzné písomné nariadenie, podľa kt. sa treba spravovať: služobné, vojenské, dopravné, colné, bezpečnostné p-y2. všeobecne uznávaný, ustálený spôsob konania, pravidlo: spoločenské p-y3. písomný návod na prípravu niečoho: lekársky, kuchársky p.4.predpísanie, vymeranie: p. dane, poplatkov;"	абстрактное понятие
predplatiteľ	+	-	4	ľ	eaie	e		"-a-iakto (si) niečo predpláca: p. časopisu;"	
predpoklad	-	+	3	d	eoa	a		"-u 1. čo sa predpokladá, domnienka: správny p.;vychádzať z mylného p-u;urobiť niečo za p-u, že ...2. (nevyhnutná) podmienka na utvorenie al. jestvovanie niečoho: p-y tvorby hodnôt;mať p-y na niečo"	
predseda	-	+	3		eea	a		"-u-oviakto je na čele istej inštitúcie, organizácie ap.; kto niečomu predsedá: p. Národnej rady SR, p. Ústavného súdu SR, p. vlády, družstva;"	
predstavený	-	-	4		eaeý	ý		"vedúci činiteľ: rešpektovať p-ého;p. kláštora;"	
predstaviteľ	+	-	4	ľ	eaie	e		"-a-ia 1. kto predstavuje, reprezentuje istý spoloč. celok, hnutie, ideály ap.: p-ia štátu, cirkvi, mesta;p-ia moderny2. herec predvádzajúci istú úlohu: p. kráľa Svätopluka;"	
predvoj	+	-	2	j	eo	o		"-ajednotka idúca vpredu; predný voj: p. sprievodu;p. vojenskej jednotky"	
prefíkanec	+	-	4	c	eíae	e	ec	"-ncaprefíkaný človek, prešibanec: p. prefíkaný"	
prehrávač	+	-	3	č	eáa	a	č	"-aprehrávací prístroj: namontovať do auta p."	
prejav	-	+	2	v	ea	a		"-u 1. vyjadrenie, výraz niečoho rečou, správaním ap.: p. vďaky, lásky, sústrasti;umelecký, výtvarný p.2. reč určená verejnosti: rozhlasový p., novoročný p.; jazykový p., hovorený, písaný p."	абстрактное понятие
prekážkar	+	-	3	r	eáa	a		"-akto pestuje prekážkový beh;"	
prekladateľ	+	-	4	ľ	eaae	e		"-a-iakto prekladá do iného jazyka: p. Tolstého;p. z angličtiny;"	
prelom	-	+	2	m	eo	o		"-u 1.výrazná, podstatná, náhla zmena, obrat, zvrat: spoločenský, ekonomický p.;p. v zmýšľaní ľudí2.výrazné rozhraničenie 2 časových úsekov, prechod do 2. časového úseku: na p-e storočí3.prerazenie obranného postavenia;"	
prelud	-	+	2	d	eu	u		"-uzmyslový klam, mylná predstava, vidina, halucinácia, fantóm: sluchový, zrakový p.;vo sne ho prenasledovali p-y"	абстрактное понятие
premet	-	+	2	t	ee	e		"-urýchle pretočenie tela okolo plecovej osi: urobiť p., krkolomný p.; takýto akrobatický obrat lietadlom"	
premiér	+	-	3	r	eié	é		"-apredseda vlády: slovenský, švédsky p.;"	
premietač	+	-	4	č	eiea	a	č	"-apracovník, kt. obsluhuje premietací prístroj, operatér"	
premožiteľ	+	-	4	ľ	eoie	e		"-a-iakto niekoho, niečo premohol: p. vlaňajšieho víťaza;"	
prenájom	-	+	3	m	eáo	o		"-jmuprenechanie veci na používanie inej osobe za odplatu na istý čas□ dať do p-u prenajať;"	
prenášač	+	-	3	č	eáa	a	č	"-a-i,-eprenášateľ: p. bacilov"	
prenasledovateľ	+	-	6	ľ	eaeoae	e		"-a-iakto niekoho prenasleduje;"	
prenos	-	+	2	s	eo	o		"-uprenášanie, prenesenie : p. infekcie;p. rozhlasovej relácie, televízny p.;p. obrazu, zvuku; prevod v účt. knihách;"	
prepad	-	+	2	d	ea	a		"-u 1. náhly útok, prepadnutie: lúpežný p.;p. banky;vojenský p.2. pretekanie, pretok; zariadenie umožňujúce pretekanie: p. vody;p. na hati3.hlboké zníženie (hodnoty), značný neúspech: p. ekonomiky;film zaznamenal p.;"	
prepájač	+	-	3	č	eáa	a	č	NOT FOUND	
preparát	-	+	3	t	eaá	á		"-upreparovaný predmet, prípravok: chemické, syntetické p-y"	артефакт
prepínač	+	-	3	č	eía	a	č	"-aprepínacie zariadenie"	
prepočet	-	+	3	t	eoe	e		"-čtuprepočítanie : p. dôchodkov;p. dolárov na koruny"	абстрактное понятие
prepravca	-	+	3		eaa	a		"-u-oviaten, pre koho sa uskutočňuje preprava "	
prepych	-	+	2	ch	ey	y		"-uprílišné bohatstvo prejavujúce sa v spôsobe života ap., luxus: žiť v p-u, byt zariadený s p-om; chata je pre nás p. vec, čo si nemôžeme dovoliť;"	
prerážač	+	-	3	č	eáa	a	č	"-a-e nástroj na prerážanie"	
prerušovač	+	-	4	č	euoa	a	č	"-azariadenie na prerušovanie prívodu prúdu"	
presídlenec	+	-	4	c	eíee	e	ec	"-ncapresídlený človek: p-i z Maďarska;"	
prešľap	-	+	2	p	ea	a		"-uprekročenie vyznačenej čiary "	
presun	-	+	2	n	eu	u		"-u 1. presunutie, presúvanie : p. obyvateľov, vagónov;p-y vojsk2. zmena v rozložení častí niečoho: spoločenské, čiastkové p-y"	
pretekár	+	-	3	r	eeá	á		"-akto preteká: zvíťazil domáci p.;"	
preukaz	-	+	3	z	eua	a		"-udoklad obsahujúci dôležité údaje (osob. údaje, oprávnenie, členstvo), legitimácia: občiansky, vodičský p., p. totožnosti"	
prevádzkovateľ	+	-	5	ľ	eáoae	e		"-a-iakto sa stará o prevádzku a údržbu niečoho: p. detského tábora, p. pohyblivých schodov;"	
previnilec	+	-	4	c	eiie	e	ec	"-lcavinník: mladistvý p."	
previs	-	+	2	s	ei	i		"-u 1. previsnutý útvar: lavínový, skalný p.2. nesplnená časť plánu prechádzajúca do ďalšieho obdobia"	
prevodník	+	-	3	k	eoí	í	ník	NOT FOUND	
prevod	-	+	2	d	eo	o		"-u 1. prevedenie, prevádzanie : p. pracovníkov do inej kategórie; p. tepla2.výkon, ktorým sa prenášajú práva, majetok ap. na niekoho iného: majetkový p.3.mechanizmus na prenášanie pohybu a mechanickej sily, transmisia;"	артефакт
prevoz	-	+	2	z	eo	o		"-uprevezenie, prevážanie : p. chorého do nemocnice;"	
prevrat	-	+	2	t	ea	a		"-u 1. náhla prenikavá zmena, obrat: p. vo vede, v technike; p. akordu2. (štátny) p. náhla, obyč. násilná zmena v št. polit. systéme: revolučný, vojenský p.;po p-e a) po vzniku ČSR (1918) b) po zásadnej zmene pomerov v r. 1989;"	
prezervatív	-	+	4	v	eeaí	í		"-umuž. antikoncepčný prostriedok"	
prežitok	-	+	3	k	eio	o	ok	"-tkučo sa prežilo, čo zastaralo: spoločenské p-y"	
priateľ	+	-	3	ľ	iae	e		"-a-ia 1. kto si s niekým dobre rozumie a žičí mu; kamarát, druh: starý, verný p., p. zo školských čias;2. prívrženec, priaznivec, podporovateľ, stúpenec: p. hudby3. dôverné oslovenie: vážení p-ia, milý p.● v núdzi poznáš p-a;"	
priateľko	+	-	4		iaeo	o	ko	"-a"	
priaznivec	+	-	4	c	iaie	e	ec	"-vca 1. kto prejavuje niekomu priazeň, náklonnosť, dobroprajník, mecenáš: p. mladých básnikov2. prívrženec, priateľ, stúpenec: p. hokeja, klubu"	
príbeh	-	+	2	h	íe	e		"-učo sa stalo, príhoda, udalosť, historka: p. z mladosti, zo života;rozprávať p."	
príboj	+	-	2	j	ío	o		"-anarážanie morských vĺn na breh;"	
príbytok	-	+	3	k	íyo	o	ok	"-tkuobydlie, byt, dom; izba: ľudské p-y"	
príchod	-	+	2	d	ío	o		"-u 1. prídenie, prichádzanie na miesto: oneskorený p.;oznámiť svoj p.;p. vlaku;p. dieťaťa na svet narodenie2. začiatok : p. zimy3. miesto, kade sa prichádza, prístup: p. k vlakom, p. do zámku;"	
prídavok	-	+	3	k	íao	o	ok	"-vku 1. čo sa pridáva: mydlo s p-om glycerínu2. príplatok: p-y na deti;"	
pridelenec	+	-	4	c	ieee	e	ec	"-ncapracovník dipl. zastupiteľstva na istý odbor, atašé: vojenský p.;"	
priebeh	-	+	3	h	iee	e		"-u 1. postup istého deja v čase: dramatický p. schôdzky, dôstojný p. slávnosti;choroba má normálny p.2. prebiehanie : p. krivky;"	
priechod	-	+	3	d	ieo	o		"-umiesto, ktorým sa prechádza: p-y pre chodcov;úzky p. pomedzi domy"	
priečinok	+	-	4	k	ieio	o	ok	"-nka 1. zásuvka : p. stola2. oddelené miesto v zásuvke stola, v skrini, ap.: p. na ceruzky3. schránka na ukladanie pošty na pošt. úrade4. záčin, priečin: p. v sypárni"	
prieduch	-	+	3	ch	ieu	u		"-uotvor na prechod vzduchu: ventilačný p."	
priekopník	+	-	4	k	ieoí	í	ník	"-a-cibojovník za nové, pokrokové myšlienky, prac. postupy ap.: p. nových výchovných metód, p. nového smeru v literatúre;"	
prieliv	-	+	3	v	iei	i		"-umorská úžina: Gibraltársky p."	
priemyselník	+	-	5	k	ieyeí	í	ník	"-a-cimajiteľ al. zodpovedný činiteľ priemyselného podniku;"	
prieplav	-	+	3	v	iea	a		"-uširoká umelá vodná cesta: Suezský p."	
priepust	-	+	3	st	ieu	u		"-učasť hate, priehrady ap. umožňujúca voľný odtok vody"	
prieskumník	+	-	4	k	ieuí	í	ník	"-a-civojak vykonávajúci voj. prieskum"	
prieskum	-	+	3	m	ieu	u		"-upreskúm(av)anie, obyč. odb. rázu: geologický p., p. verejnej mienky;"	
priestupok	-	+	4	k	ieuo	o	ok	"-pkumenšie previnenie proti predpisu al. pravidlám: p. proti verejnému poriadku, dopravný p.;spáchať p."	абстрактное понятие
prievozník	+	-	4	k	ieoí	í	ník	"-a-cikto preváža cez rieku, kompár"	
prievoz	-	+	3	z	ieo	o		"-umiesto na prevoz z jedného brehu rieky na druhý; prostriedok na prevážanie"	
prihlasovateľ	+	-	5	ľ	iaoae	e		"-a-iakto niečo prihlasuje;"	
príjemca	-	+	3		íea	a		"-u-oviakto niečo prijíma, prijímateľ: p. listu;"	
príjem	-	+	2	m	íe	e		"-jmu 1. prijatie , prijímanie: p. tovaru;p. televízneho signálu;p. pacientov do sanatória2. výsledok hosp. činnosti, obyč. peňaž. zisk; jeho zachytenie v účt. knihe, liste; výdavok: štátne p-y, čistý p.3. zárobok plynúci najmä z prac. pomeru: mesačný p. pracovníka"	
príkazca	-	+	3		íaa	a		"-u-oviaosoba, kt. dáva príkaz, mandant"	
príkaz	-	+	2	z	ía	a		"-uautoritatívne nariadenie na vykonanie niečoho: splniť p-y vedúceho; prevodný, inkasný p.;→ trvalý p.□ dať p. prikázať;"	абстрактное понятие
príklad	-	+	2	d	ía	a		"-u 1. kto al. čo môže byť vzorom správania, konania: byť p-om v práci;žiarivý p. obetavosti;brať si p. z niekoho, z niečoho;slúžiť ako p.2. konkrétny prípad, kt. niečo overuje, potvrdzuje, osvetľuje: typický p. zo života, ilustrovať tvrdenie na p-och3. mat. úloha na riešenie● p-y priťahujú"	
príklop	-	+	2	p	ío	o		"-u , príklopka -y -piekprostriedok na uzatváranie niečoho, veko, vrchnák, príchlop(ka): p. na misu"	
príliv	-	+	2	v	íi	i		"-u 1. periodické stúpanie morskej hladiny,odliv2. prílev: p. obyvateľov do miest"	
primán	+	-	2	n	iá	á		"-ažiak prímy;"	
primár	+	-	2	r	iá	á		"-avedúci oddelenia v nemocnici;"	
prímas	+	-	2	s	ía	a		"-ahlavný (prvý) arcibiskup v krajine;"	
primáš	+	-	2	š	iá	á	áš	"-aprvý huslista ľud. kapely"	
primátor	+	-	3	r	iáo	o		"-atitul hlavy mesta; mešťanosta: bratislavský, košický p.;"	
primát	-	+	2	t	iá	á		"-uprvenstvo, vedúce postavenie□ mať p. byť prvý"	
princ	+	-	1	nc	i	i		"-a-ovianevládnuci člen panovníckeho al. kniežacieho rodu: korunný p. následník trónu"	
princíp	-	+	2	p	ií	í		"-u 1. všeob. zákl. zákon, zákonitosť, vedúca myšlienka: p. akcie a reakcie, p. prirodzenosti, p. vývinu2. zákl. zásada: p-y demokracie;p. dobrovoľnosti"	абстрактное понятие
prínos	-	+	2	s	ío	o		"-uprinesenie novej hodnoty, nového prvku: p. k boju za mier, cenný p. do literatúry"	
prípad	-	+	2	d	ía	a		"-u 1. jednotlivý jav; čo sa stalo, prihodilo: typický p., p. smrti;právny, lekársky p., poistný p., oznámiť p. polícii;sú p-y, keď ... stáva sa2. predpokladaný, očakávaný jav, možnosť, eventualita: ušetriť si niečo na p. choroby;byť pripravený na všetky p-y;po p-e → poprípade● z p-u na p. jednotlivo, osobitne;"	абстрактное понятие
pripináčik	+	-	4	k	iiái	i	ik	"-apripínací klinček"	
prípitok	-	+	3	k	íio	o	ok	"-tkupripitie; príhovor prednesený pri pripíjaní: zdvihnúť pohár na p.;povedať p."	
príplatok	-	+	3	k	íao	o	ok	"-tkusuma priplácaná k zákl. sume: rýchlikový p.;p. na stravu;výkonnostný p."	
prípoj	+	-	2	j	ío	o		"-anadväznosť dopr. spojenia na staniciach; nadväzný dopr. prostriedok: vlak má p. o 8. hod.;čakať na p.;"	
prípravok	-	+	3	k	íao	o	ok	"-vkuvýrobok pripravený na použitie, preparát: čistiaci, liečebný, kozmetický p."	
pripravovateľ	+	-	5	ľ	iaoae	e		"-a-iakto niečo pripravuje: p. programu;"	
prírastok	-	+	3	k	íao	o	ok	"-tku 1. pribudnutie rastom; zväčšenie množstva, počtu: p. stromu;p. obyvateľstva, hmotnostný p., ročný p. výroby2. jednotlivec, počet, hodnota, o kt. sa niečo zväčšilo: p. do rodiny dieťa;p-y do knižnice;"	
prísľub	-	+	2	b	íu	u		"-usľub, sľúbenie niečoho: p. odmeny;dal p., že nesklame;"	абстрактное понятие
prisluhovač	+	-	4	č	iuoa	a	č	"-akto prisluhuje , pätolizač: panskí p-i;"	
príslušník	+	-	3	k	íuí	í	ník	"-a-ci 1. kto patrí do istého spoločenstva, do istej skupiny, organizácie: p. rodiny, národa;slovenský štátny p.;p. Policajného zboru SR2. príslušník Verejnej bezpečnosti, policajt;"	
príspevok	-	+	3	k	íeo	o	ok	"-vku 1. peňaž. suma al. vec, ktorou sa na niečo prispieva: členský p., vyživovací p.2. čím niekto k niečomu prispieva: p. k riešeniu vážnej ekologickej situácie3. kratšia vecná stať v tlači, rozhlase ap.; kratší prejav: mať p. v odbornom časopise;diskusný p.;"	
prisťahovalec	+	-	5	c	iaoae	e	ec	"-lcakto sa prisťahoval;"	
prístavok	-	+	3	k	íao	o	ok	"-vku 1. prístavba : palác s p-ami2. sedadlo pristavené vedľa stálych sedadiel: p-y v kine, v divadle3.voľne pripojený zhodný vetný člen podobný prívlastku, apozícia"	
prístav	-	+	2	v	ía	a		"-umiesto upravené na pristávanie lodí: riečny, námorný p.;"	
prístenok	+	+	3	k	íeo	o	ok	"-nku/-a 1. krytý priestor pozdĺž 1 strany domu2. vedľ. menšia miestnosť pripojená k väčšej miestnosti: p. pre rubačov3. úzky múrik pri stene: sedieť na p-u"	
príštipkár	+	-	3	r	íiá	á		"-av min. obuvník, kt. iba opravoval obuv;"	
príštipok	+	+	3	k	íio	o	ok	"-pku/-pkakúsok kože na opravenie obuvi"	
prístrešok	+	-	3	k	íeo	o	ok	NOT FOUND	
prístroj	+	-	2	j	ío	o		"-atech. zariadenie, kt. nevykonáva prácu, ale prebieha v ňom fyz. al. chem. dej, jednoduchší stroj, aparát: hasiaci, premietací, fotografický, telefónny, merací p.;"	
prítok	-	+	2	k	ío	o	ok	"-u 1. pritekanie: zastaviť p. vody2. vodný tok vlievajúci sa do iného toku, jazera a pod.: p-y Váhu;"	
privatizátor	+	-	5	r	iaiáo	o		NOT FOUND	
privát	-	+	2	t	iá	á		NOT FOUND	
prívlastok	-	+	3	k	íao	o	ok	"-tkuvedľ. vetný člen, kt. rozvíja podstatné meno, atribút;"	
prívrženec	+	-	3	c	íee	e	ec	"-ncastúpenec: p. národnej nezávislosti, p-i A. Bernoláka;"	
príživník	+	-	3	k	íií	í	ník	"-a 1.-cičlovek žijúci z práce iných, parazit: p. spoločnosti2.-ycudzopasný organizmus, cudzopasník, parazit;"	
príznak	-	+	2	k	ía	a		"-ucharakteristický znak, symptóm; rozlišujúca črta: p-y choroby, krízy; slovo s p-om hovorovosti;"	
prízrak	-	+	2	k	ía	a		"-uneskutočný, fantáziou vyvolaný a hrôzu vzbudzujúci jav, príšera, strašidlo: nočný p.;chodí po dome ako p.;"	
prízvuk	-	+	2	k	íu	u		"-u 1. silové zvýraznenie slabiky al. tónu; jeho grafické znázornenie: slovný, vetný p.;dať p. na prvú slabiku2. náznak, odtieň, nádych: ironický, veliteľský p.3. charakteristický (a príznakový) spôsob hovorenia: hovorí s francúzskym, nosovým p-om;"	
