word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
tuner	-	+	2	r	ue	e		"rozhlasový přijímač bez zesilovacího koncového stupně; ladič, vylaďovač"	артефакт
turnaj	-	-	2	j	ua	a		"krátkodobá soutěž více družstev nebo jednotlivců"	
turniket	-	+	3	t	uie	e		"otáčivé zařízení ve vchodu, otáčivé dveře; vstupní kontrolní zařízení; součást dávkovacího zařízení"	артефакт
tuš	-	-	1	š	u	u		"1. slavnostní fanfáry; 2. černá barva"	артефакт
tvar	-	+	1	r	a	a		NOT FOUND	
tvaroh	-	+	2	h	ao	o		NOT FOUND	
tyfus	-	+	2	s	yu	u		NOT FOUND	
typ	-	+	1	p	y	y		"vzor, znak, ustálený tvar; představitel, reprezentant společných vlastností"	абстрактное понятие
tábor	+	+	2	r	áo	o		NOT FOUND	
táborák	-	+	3	k	áoá	á	ák	NOT FOUND	
tác	-	+	1	c	á	á		NOT FOUND	
tácek	-	+	2	k	áe	e	ek	NOT FOUND	
tón	-	+	1	n	ó	ó		NOT FOUND	
týl	+	+	1	l	ý	ý		NOT FOUND	
tým	-	+	1	m	ý	ý		"družstvo, skupina"	
třes	-	+	1	s	e	e		NOT FOUND	
třesk	-	+	1	sk	e	e		NOT FOUND	
třmen	-	+	1	n	e	e		NOT FOUND	
třpyt	-	+	1	t	y	y		NOT FOUND	
ubrousek	-	+	4	k	uoue	e	ek	NOT FOUND	
ubrus	-	+	2	s	uu	u		NOT FOUND	
uhel	-	+	2	l	ue	e		NOT FOUND	
uhlík	-	+	2	k	uí	í		NOT FOUND	
ukazatel	-	-	4	l	uaae	e		NOT FOUND	
uličník	-	+	3	k	uií	í		NOT FOUND	
unikát	-	+	3	t	uiá	á		"jedinečnost, ojedinělost, jediný exemplář, vzácnost, unikum"	
update	-	+	3		uae	e		"aktualizace, zdokonalení; úprava téže verze počítačového programu za novější"	
upgrade	-	+	3		uae	e		"vyšší verze počítačového programu"	
uragán	-	+	3	n	uaá	á	án	"1. hurikán; 2. silný vítr s ničivými účinky"	
urychlovač	-	-	4	č	uyoa	a	ač	NOT FOUND	
uzel	-	+	2	l	ue	e		NOT FOUND	
uzlík	-	+	2	k	uí	í		NOT FOUND	
uzávěr	-	+	3	r	uáě	ě		NOT FOUND	
užitek	-	+	3	k	uie	e	ek	NOT FOUND	
vagon	-	+	2	n	ao	o		"kolejové vozidlo bez vlastního pohonu"	артефакт
vagón	-	+	2	n	aó	ó		"kolejové vozidlo bez vlastního pohonu"	артефакт
vaječník	-	+	3	k	aeí	í		NOT FOUND	
vak	-	+	1	k	a	a		NOT FOUND	
val	-	+	1	l	a	a		NOT FOUND	
valoun	-	+	3	n	aou	u	oun	NOT FOUND	
valčík	-	+	2	k	aí	í		NOT FOUND	
van	-	+	1	n	a	a		NOT FOUND	
vavřín	-	+	2	n	aí	í		NOT FOUND	
vaz	-	+	1	z	a	a		NOT FOUND	
vařič	-	-	2	č	ai	i	ič	NOT FOUND	
vchod	-	+	1	d	o	o		NOT FOUND	
vektor	-	+	2	r	eo	o		"průvodič; veličina charakterizovaná velikostí a směrem; biol. mezihostitel, přenašeč"	
veletrh	-	+	2	trh	ee	e		NOT FOUND	
velkoobchod	-	+	4	d	eooo	o		NOT FOUND	
velkostatek	-	+	4	k	eoae	e	ek	NOT FOUND	
venek	-	+	2	k	ee	e	ek	NOT FOUND	
venkov	+	-	2	v	eo	o		NOT FOUND	
ventil	-	+	2	l	ei	i		"1. uzavírací nebo regulační zařízení, armatura potrubí; záklopka; 2. náhlé uvolnění psychického napětí, stresu, zlosti"	артефакт
ventilátor	-	+	4	r	eiáo	o		"větrák"	артефакт
vepřín	+	-	2	n	eí	í		NOT FOUND	
verdikt	-	+	2	kt	ei	i		"konečný výrok, rozhodnutí"	абстрактное понятие
verš	-	-	1	rš	e	e		NOT FOUND	
vesmír	-	+	2	r	eí	í		NOT FOUND	
vestibul	-	+	3	l	eiu	u		"dvorana, vstupní hala, předsálí; lék. vestibulum předsíň, vchod např. dutiny nosní, ústní"	
večer	+	-	2	r	ee	e		NOT FOUND	
večírek	-	+	3	k	eíe	e	ek	NOT FOUND	
vhled	-	+	1	d	e	e		NOT FOUND	
vichr	-	+	1	chr	i	i		NOT FOUND	
vid	-	+	1	d	i	i		NOT FOUND	
videomagnetofon	-	+	7	n	ieoaeoo	o		"zařízení k záznamu a reprodukci obrazu a zvuku elektromagnetickou cestou, video, videorekordér, magnetoskop"	артефакт
videorekordér	-	+	6	r	ieoeoé	é		"zařízení k záznamu a reprodukci obrazu a zvuku elektromagnetickou cestou, video, videomagnetofon, magnetoskop"	артефакт
videotelefon	-	+	6	n	ieoeeo	o		"sdělovací systém umožňující současný přenos zvuku i obrazu při telefonickém spojení, videofon"	артефакт
vidlák	-	+	2	k	iá	á	ák	NOT FOUND	
vinohrad	-	+	3	d	ioa	a		NOT FOUND	
vinyl	-	+	2	l	iy	y		"radikál odvozený od etylenu odtržením atomu vodíku"	вещество
vir	-	+	1	r	i	i		"nebuněčná forma živých soustav způsobující onemocnění organizmů; skrytý program zavedený se zlým úmyslem do systému počítače s cílem škodit"	
virus	-	+	2	s	iu	u	us	"nebuněčná forma živých soustav způsobující onemocnění organizmů; skrytý program zavedený se zlým úmyslem do systému počítače s cílem škodit"	
vivat	-	+	2	t	ia	a		"provolávání slávy, ať žije!"	
vjem	-	+	1	m	e	e		NOT FOUND	
vjezd	-	+	1	zd	e	e		NOT FOUND	
vklad	-	+	1	d	a	a		NOT FOUND	
vkus	-	+	1	s	u	u		NOT FOUND	
vlak	-	+	1	k	a	a		NOT FOUND	
vlas	-	+	1	s	a	a		NOT FOUND	
vlasec	-	-	2	c	ae	e	ec	NOT FOUND	
vlek	-	+	1	k	e	e		NOT FOUND	
vliv	-	+	1	v	i	i		NOT FOUND	
vlásek	-	+	2	k	áe	e	ek	NOT FOUND	
vláček	-	+	2	k	áe	e	ek	NOT FOUND	
vnitřek	+	+	2	k	ie	e	ek	NOT FOUND	
vnějšek	+	+	2	k	ěe	e	ek	NOT FOUND	
vodič	-	-	2	č	oi	i	ič	NOT FOUND	
vodojem	-	+	3	m	ooe	e		NOT FOUND	
vodopád	-	+	3	d	ooá	á		NOT FOUND	
vodotrysk	-	+	3	sk	ooy	y		NOT FOUND	
vodovod	-	+	3	d	ooo	o		NOT FOUND	
vodoznak	-	+	3	k	ooa	a		NOT FOUND	
vodík	-	+	2	k	oí	í		NOT FOUND	
voj	-	-	1	j	o	o		NOT FOUND	
volant	-	+	2	nt	oa	a		NOT FOUND	
volej	-	-	2	j	oe	e		"úder, zahrání míče před jeho dopadem na zem"	
volejbal	-	+	3	l	oea	a		"odbíjená"	
volič	-	-	2	č	oi	i	ič	NOT FOUND	
volnoběh	-	+	3	h	ooě	ě		NOT FOUND	
vor	-	+	1	r	o	o		NOT FOUND	
vosk	-	+	1	sk	o	o		NOT FOUND	
vous	-	+	2	s	ou	u		NOT FOUND	
vozík	-	+	2	k	oí	í		NOT FOUND	
vpád	-	+	1	d	á	á		NOT FOUND	
vrak	-	+	1	k	a	a		"ztroskotaná, opotřebovaná loď; zničený, opotřebovaný automobil"	
vrchol	-	+	1	l	o	o		NOT FOUND	
vrcholek	-	+	2	k	oe	e	ek	NOT FOUND	
vrhač	-	-	1	č	a	a	ač	NOT FOUND	
vrtoch	-	+	1	ch	o	o		NOT FOUND	
vrtulník	-	+	2	k	uí	í		NOT FOUND	
vrták	-	+	1	k	á	á	ák	NOT FOUND	
vrub	-	+	1	b	u	u		NOT FOUND	
vrut	-	+	1	t	u	u		NOT FOUND	
vrátek	-	+	2	k	áe	e	ek	NOT FOUND	
vršek	-	+	1	k	e	e	ek	NOT FOUND	
vsak	-	+	1	k	a	a		NOT FOUND	
vstup	-	+	1	p	u	u		NOT FOUND	
vtip	-	+	1	p	i	i		NOT FOUND	
vulgarismus	-	+	4	s	uaiu	u		"nespisovný, hrubý, sprostý výraz"	абстрактное понятие
vyhazov	-	+	3	v	yao	o		NOT FOUND	
vyhazovač	-	-	4	č	yaoa	a	ač	NOT FOUND	
vykladač	-	-	3	č	yaa	a	ač	NOT FOUND	
vykřičník	-	+	3	k	yií	í		NOT FOUND	
vynález	-	+	3	z	yáe	e		NOT FOUND	
vypínač	-	-	3	č	yía	a	ač	NOT FOUND	
vysoušeč	-	-	4	č	youe	e	eč	NOT FOUND	
vysílač	-	-	3	č	yía	a	ač	NOT FOUND	
vzdech	-	+	1	ch	e	e		NOT FOUND	
vzduch	-	+	1	ch	u	u		NOT FOUND	
vzestup	-	+	2	p	eu	u		NOT FOUND	
vzhled	-	+	1	d	e	e		NOT FOUND	
vzkaz	-	+	1	z	a	a		NOT FOUND	
vzlet	-	+	1	t	e	e		NOT FOUND	
vzlyk	-	+	1	k	y	y		NOT FOUND	
vznik	-	+	1	k	i	i		NOT FOUND	
vzor	-	+	1	r	o	o		NOT FOUND	
vzorec	-	-	2	c	oe	e	ec	NOT FOUND	
vzorek	-	+	2	k	oe	e	ek	NOT FOUND	
vzorník	-	+	2	k	oí	í	ník	NOT FOUND	
vzruch	-	+	1	ch	u	u		NOT FOUND	
vzrůst	-	+	1	st	ů	ů		NOT FOUND	
vztah	-	+	1	h	a	a		NOT FOUND	
vztek	-	+	1	k	e	e	ek	NOT FOUND	
vztlak	-	+	1	k	a	a		NOT FOUND	
vál	-	+	1	l	á	á		NOT FOUND	
válec	-	-	2	c	áe	e	ec	NOT FOUND	
váleček	-	+	3	k	áee	e	ek	NOT FOUND	
vánek	-	+	2	k	áe	e	ek	NOT FOUND	
vápenec	-	-	3	c	áee	e	ec	NOT FOUND	
váček	-	+	2	k	áe	e	ek	NOT FOUND	
víkend	-	+	2	nd	íe	e		"doba pracovního volna na konci týdne, konec týdne, sobota a neděle"	
vír	-	+	1	r	í	í		NOT FOUND	
vítr	-	+	1	tr	í	í		NOT FOUND	
výbor	-	+	2	r	ýo	o		NOT FOUND	
výbuch	-	+	2	ch	ýu	u		NOT FOUND	
výběh	-	+	2	h	ýě	ě		NOT FOUND	
výběr	-	+	2	r	ýě	ě		NOT FOUND	
výběžek	-	+	3	k	ýěe	e	ek	NOT FOUND	
východ	-	+	2	d	ýo	o		NOT FOUND	
výchoz	-	+	2	z	ýo	o		NOT FOUND	
výcvik	-	+	2	k	ýi	i		NOT FOUND	
výdaj	-	-	2	j	ýa	a		NOT FOUND	
výdech	-	+	2	ch	ýe	e		NOT FOUND	
výdej	-	-	2	j	ýe	e		NOT FOUND	
výdělek	-	+	3	k	ýěe	e	ek	NOT FOUND	
výfuk	-	+	2	k	ýu	u		NOT FOUND	
výhled	-	+	2	d	ýe	e		NOT FOUND	
výhonek	-	+	3	k	ýoe	e	ek	NOT FOUND	
výjev	-	+	2	v	ýe	e		NOT FOUND	
výjezd	-	+	2	zd	ýe	e		NOT FOUND	
výkal	-	+	2	l	ýa	a		NOT FOUND	
výkaz	-	+	2	z	ýa	a		NOT FOUND	
výklad	-	+	2	d	ýa	a		NOT FOUND	
výklenek	-	+	3	k	ýee	e	ek	NOT FOUND	
výkon	-	+	2	n	ýo	o		NOT FOUND	
výkop	-	+	2	p	ýo	o		NOT FOUND	
výkyv	-	+	2	v	ýy	y		NOT FOUND	
výkřik	-	+	2	k	ýi	i		NOT FOUND	
výlet	-	+	2	t	ýe	e		NOT FOUND	
výlev	-	+	2	v	ýe	e		NOT FOUND	
výlisek	-	+	3	k	ýie	e	ek	NOT FOUND	
výmol	-	+	2	l	ýo	o		NOT FOUND	
výmysl	-	+	2	sl	ýy	y		NOT FOUND	
výnos	-	+	2	s	ýo	o		NOT FOUND	
výpad	-	+	2	d	ýa	a		NOT FOUND	
výpadek	-	+	3	k	ýae	e	ek	NOT FOUND	
výpar	-	+	2	r	ýa	a		NOT FOUND	
výparník	-	+	3	k	ýaí	í	ník	NOT FOUND	
výpis	-	+	2	s	ýi	i		NOT FOUND	
výplach	-	+	2	ch	ýa	a		NOT FOUND	
výplet	-	+	2	t	ýe	e		NOT FOUND	
výplod	-	+	2	d	ýo	o		NOT FOUND	
výpočet	-	+	3	t	ýoe	e		NOT FOUND	
výprask	-	+	2	sk	ýa	a		NOT FOUND	
výprodej	-	-	3	j	ýoe	e		NOT FOUND	
výraz	-	+	2	z	ýa	a		NOT FOUND	
výrobek	-	+	3	k	ýoe	e	ek	NOT FOUND	
výrok	-	+	2	k	ýo	o		NOT FOUND	
výron	-	+	2	n	ýo	o		NOT FOUND	
výrostek	-	+	3	k	ýoe	e	ek	NOT FOUND	
výrůstek	-	+	3	k	ýůe	e	ek	NOT FOUND	
výsadek	-	+	3	k	ýae	e	ek	NOT FOUND	
výskok	-	+	2	k	ýo	o		NOT FOUND	
výskyt	-	+	2	t	ýy	y		NOT FOUND	
výslech	-	+	2	ch	ýe	e		NOT FOUND	
výsledek	-	+	3	k	ýee	e	ek	NOT FOUND	
výsměch	-	+	2	ch	ýě	ě		NOT FOUND	
výstroj	-	-	2	j	ýo	o		NOT FOUND	
výstup	-	+	2	p	ýu	u		NOT FOUND	
výstupek	-	+	3	k	ýue	e	ek	NOT FOUND	
výstřel	-	+	2	l	ýe	e		NOT FOUND	
výstřelek	-	+	3	k	ýee	e	ek	NOT FOUND	
výstřih	-	+	2	h	ýi	i		NOT FOUND	
výstřižek	-	+	3	k	ýie	e	ek	NOT FOUND	
výtah	-	+	2	h	ýa	a		NOT FOUND	
výtažek	-	+	3	k	ýae	e	ek	NOT FOUND	
výtisk	-	+	2	sk	ýi	i		NOT FOUND	
výtok	-	+	2	k	ýo	o		NOT FOUND	
výtvor	-	+	2	r	ýo	o		NOT FOUND	
výtěr	-	+	2	r	ýě	ě		NOT FOUND	
výtěžek	-	+	3	k	ýěe	e	ek	NOT FOUND	
vývar	-	+	2	r	ýa	a		NOT FOUND	
vývin	-	+	2	n	ýi	i	in	NOT FOUND	
vývod	-	+	2	d	ýo	o		NOT FOUND	
vývoj	-	-	2	j	ýo	o		NOT FOUND	
vývoz	-	+	2	z	ýo	o		NOT FOUND	
výzbroj	-	-	2	j	ýo	o		NOT FOUND	
výzkum	-	+	2	m	ýu	u		NOT FOUND	
význam	-	+	2	m	ýa	a		NOT FOUND	
výčep	-	+	2	p	ýe	e		NOT FOUND	
výčet	-	+	2	t	ýe	e		NOT FOUND	
výčnělek	-	+	3	k	ýěe	e	ek	NOT FOUND	
výňatek	-	+	3	k	ýae	e	ek	NOT FOUND	
výřez	-	+	2	z	ýe	e		NOT FOUND	
výškoměr	-	+	3	r	ýoě	ě		NOT FOUND	
včerejšek	+	+	3	k	eee	e	ek	NOT FOUND	
věhlas	-	+	2	s	ěa	a		NOT FOUND	
vějíř	-	-	2	ř	ěí	í		NOT FOUND	
věk	-	+	1	k	ě	ě		NOT FOUND	
věnec	-	-	2	c	ěe	e	ec	NOT FOUND	
věstník	-	+	2	k	ěí	í		NOT FOUND	
větroň	-	-	2	ň	ěo	o		NOT FOUND	
větrák	-	+	2	k	ěá	á	ák	NOT FOUND	
větřík	-	+	2	k	ěí	í		NOT FOUND	
věšák	-	+	2	k	ěá	á	ák	NOT FOUND	
věžák	-	+	2	k	ěá	á	ák	NOT FOUND	
vřed	-	+	1	d	e	e		NOT FOUND	
vřes	-	+	1	s	e	e		NOT FOUND	
všelék	-	+	2	k	eé	é		NOT FOUND	
vůz	-	+	1	z	ů	ů		NOT FOUND	
web	-	+	1	b	e	e		NOT FOUND	
western	-	+	2	rn	ee	e		"román, film nebo píseň z Divokého západu"	
zabiják	-	+	3	k	aiá	á	ák	NOT FOUND	
zadek	-	+	2	k	ae	e	ek	NOT FOUND	
zadeček	-	+	3	k	aee	e	ek	NOT FOUND	
zadák	-	+	2	k	aá	á	ák	NOT FOUND	
zaměřovač	-	-	4	č	aěoa	a	ač	NOT FOUND	
zapalovač	-	-	4	č	aaoa	a	ač	NOT FOUND	
zapisovač	-	-	4	č	aioa	a	ač	NOT FOUND	
zatykač	-	-	3	č	aya	a	ač	NOT FOUND	
začátek	-	+	3	k	aáe	e	ek	NOT FOUND	
zbytek	-	+	2	k	ye	e	ek	NOT FOUND	
zdar	-	+	1	r	a	a		NOT FOUND	
zdroj	-	-	1	j	o	o		NOT FOUND	
zdvih	-	+	1	h	i	i		NOT FOUND	
zelenáč	-	-	3	č	eeá	á	áč	NOT FOUND	
zeměpis	-	+	3	s	eěi	i		NOT FOUND	
zenit	-	+	2	t	ei	i		"nadhlavník; vrchol"	
zesilovač	-	-	4	č	eioa	a	ač	NOT FOUND	
zevnějšek	+	+	3	k	eěe	e	ek	NOT FOUND	
zip	-	+	1	p	i	i		"zdrhovadlo"	
zisk	-	+	1	sk	i	i		NOT FOUND	
zjev	-	+	1	v	e	e		NOT FOUND	
zkrat	-	+	1	t	a	a		NOT FOUND	
zlatník	-	+	2	k	aí	í		NOT FOUND	
zlatý	-	-	2		aý	ý		NOT FOUND	
zlom	-	+	1	m	o	o		NOT FOUND	
zlomek	-	+	2	k	oe	e	ek	NOT FOUND	
zlozvyk	-	+	2	k	oy	y		NOT FOUND	
zločin	-	+	2	n	oi	i	in	NOT FOUND	
zmatek	-	+	2	k	ae	e	ek	NOT FOUND	
zmetek	-	+	2	k	ee	e	ek	NOT FOUND	
znak	-	+	1	k	a	a		"charakteristika, určující příslušnost k určité skupině;symbol"	
zobák	-	+	2	k	oá	á	ák	NOT FOUND	
zodiak	-	+	3	k	oia	a		"zvěrokruh, zvířetník"	
zoubek	-	+	3	k	oue	e	ek	NOT FOUND	
zpravodaj	-	-	3	j	aoa	a		NOT FOUND	
zpěv	-	+	1	v	ě	ě		NOT FOUND	
způsob	-	+	2	b	ůo	o		NOT FOUND	
zrak	-	+	1	k	a	a		NOT FOUND	
zrod	-	+	1	d	o	o		NOT FOUND	
zub	-	+	1	b	u	u		NOT FOUND	
zvedák	-	+	2	k	eá	á	ák	NOT FOUND	
zvon	-	+	1	n	o	o		NOT FOUND	
zvonek	-	+	2	k	oe	e	ek	NOT FOUND	
zvrat	-	+	1	t	a	a		NOT FOUND	
zvratek	-	+	2	k	ae	e	ek	NOT FOUND	
zvuk	-	+	1	k	u	u		NOT FOUND	
zvyk	-	+	1	k	y	y		NOT FOUND	
zvěrokruh	-	+	3	h	ěou	u		NOT FOUND	
záblesk	-	+	2	sk	áe	e		NOT FOUND	
zábor	-	+	2	r	áo	o		NOT FOUND	
záběr	-	+	2	r	áě	ě		NOT FOUND	
záchod	-	+	2	d	áo	o		NOT FOUND	
záchodek	-	+	3	k	áoe	e	ek	NOT FOUND	
záchvat	-	+	2	t	áa	a		NOT FOUND	
záchvěv	-	+	2	v	áě	ě		NOT FOUND	
záchyt	-	+	2	t	áy	y		NOT FOUND	
zádrhel	-	+	2	l	áe	e		NOT FOUND	
záhon	-	+	2	n	áo	o		NOT FOUND	
záhonek	-	+	3	k	áoe	e	ek	NOT FOUND	
záhyb	-	+	2	b	áy	y		NOT FOUND	
zájem	-	+	2	m	áe	e		NOT FOUND	
zájezd	-	+	2	zd	áe	e		NOT FOUND	
zákal	-	+	2	l	áa	a		NOT FOUND	
zákaz	-	+	2	z	áa	a		NOT FOUND	
základ	-	+	2	d	áa	a		NOT FOUND	
zákon	+	-	2	n	áo	o		NOT FOUND	
zákoník	-	+	3	k	áoí	í	ík	NOT FOUND	
zákop	-	+	2	p	áo	o		NOT FOUND	
zákrok	-	+	2	k	áo	o		NOT FOUND	
zákryt	-	+	2	t	áy	y		NOT FOUND	
zákusek	-	+	3	k	áue	e	ek	NOT FOUND	
záliv	-	+	2	v	ái	i		NOT FOUND	
zámek	-	+	2	k	áe	e	ek	NOT FOUND	
zámeček	-	+	3	k	áee	e	ek	NOT FOUND	
záměr	-	+	2	r	áě	ě		NOT FOUND	
zánik	-	+	2	k	ái	i		NOT FOUND	
zánět	-	+	2	t	áě	ě		NOT FOUND	
zápach	-	+	2	ch	áa	a		NOT FOUND	
zápal	-	+	2	l	áa	a		NOT FOUND	
zápas	-	+	2	s	áa	a		NOT FOUND	
zápis	-	+	2	s	ái	i		NOT FOUND	
zápisek	-	+	3	k	áie	e	ek	NOT FOUND	
zápisník	-	+	3	k	áií	í	ník	NOT FOUND	
zápor	-	+	2	r	áo	o		NOT FOUND	
zápočet	-	+	3	t	áoe	e		NOT FOUND	
zármutek	-	+	3	k	áue	e	ek	NOT FOUND	
zárodek	-	+	3	k	áoe	e	ek	NOT FOUND	
zásah	-	+	2	h	áa	a		NOT FOUND	
zásek	-	+	2	k	áe	e	ek	NOT FOUND	
záskok	-	+	2	k	áo	o		NOT FOUND	
zásobník	-	+	3	k	áoí	í		NOT FOUND	
zástup	-	+	2	p	áu	u		NOT FOUND	
zásyp	-	+	2	p	áy	y		NOT FOUND	
zátah	-	+	2	h	áa	a		NOT FOUND	
zátaras	-	+	3	s	áaa	a		NOT FOUND	
zátylek	-	+	3	k	áye	e	ek	NOT FOUND	
zával	-	+	2	l	áa	a		NOT FOUND	
závan	-	+	2	n	áa	a	an	NOT FOUND	
závazek	-	+	3	k	áae	e	ek	NOT FOUND	
závit	-	+	2	t	ái	i		NOT FOUND	
závod	-	+	2	d	áo	o		NOT FOUND	
závoj	-	-	2	j	áo	o		NOT FOUND	
závěr	-	+	2	r	áě	ě		NOT FOUND	
závěs	-	+	2	s	áě	ě		NOT FOUND	
záznam	-	+	2	m	áa	a		NOT FOUND	
záznamník	-	+	3	k	áaí	í	ník	NOT FOUND	
zázrak	-	+	2	k	áa	a		NOT FOUND	
zázvor	-	+	2	r	áo	o		NOT FOUND	
zářez	-	+	2	z	áe	e		NOT FOUND	
zářič	-	-	2	č	ái	i	ič	NOT FOUND	
záškrt	-	+	1	škrt	á	á		NOT FOUND	
zážeh	-	+	2	h	áe	e		NOT FOUND	
zážitek	-	+	3	k	áie	e	ek	NOT FOUND	
zítřek	+	+	2	k	íe	e	ek	NOT FOUND	
zřetel	-	-	2	l	ee	e		NOT FOUND	
zřít	-	+	1	t	í	í		NOT FOUND	
zůstatek	-	+	3	k	ůae	e	ek	NOT FOUND	
éter	-	+	2	r	ée	e		"1. etyléter bezbarvá kapalina vyrobená z lihu, používaná jako rozpouštědlo a k narkóze; 2. látka, jejíž molekula obsahuje dvě uhlíkaté skupiny propojené kyslíkem; 3. ve starém Řecku látka vyplňující vesmírný prostor"	
étos	-	+	2	s	éo	o		NOT FOUND	
úbor	-	+	2	r	úo	o		NOT FOUND	
úbytek	-	+	3	k	úye	e	ek	NOT FOUND	
úchop	-	+	2	p	úo	o		NOT FOUND	
úchyt	-	+	2	t	úy	y		NOT FOUND	
údaj	-	-	2	j	úa	a		NOT FOUND	
úder	-	+	2	r	úe	e		NOT FOUND	
údiv	-	+	2	v	úi	i		NOT FOUND	
úděl	-	+	2	l	úě	ě		NOT FOUND	
úhel	-	+	2	l	úe	e		NOT FOUND	
úhoz	-	+	2	z	úo	o		NOT FOUND	
úhrn	-	+	1	hrn	ú	ú		NOT FOUND	
úkaz	-	+	2	z	úa	a		NOT FOUND	
úklad	-	+	2	d	úa	a		NOT FOUND	
úklid	-	+	2	d	úi	i		NOT FOUND	
úkol	-	+	2	l	úo	o		NOT FOUND	
úkon	-	+	2	n	úo	o		NOT FOUND	
úkryt	-	+	2	t	úy	y		NOT FOUND	
úlek	-	+	2	k	úe	e		NOT FOUND	
úlet	-	+	2	t	úe	e		NOT FOUND	
úlomek	-	+	3	k	úoe	e	ek	NOT FOUND	
úlovek	-	+	3	k	úoe	e	ek	NOT FOUND	
úmor	-	+	2	r	úo	o		NOT FOUND	
úmysl	-	+	2	sl	úy	y		NOT FOUND	
únik	-	+	2	k	úi	i		NOT FOUND	
únos	-	+	2	s	úo	o		NOT FOUND	
úpadek	-	+	3	k	úae	e	ek	NOT FOUND	
úpal	-	+	2	l	úa	a		NOT FOUND	
úpis	-	+	2	s	úi	i		NOT FOUND	
úplatek	-	+	3	k	úae	e	ek	NOT FOUND	
úprk	-	+	1	prk	ú	ú		NOT FOUND	
úraz	-	+	2	z	úa	a		NOT FOUND	
úrok	-	+	2	k	úo	o		NOT FOUND	
úryvek	-	+	3	k	úye	e	ek	NOT FOUND	
úsek	-	+	2	k	úe	e		NOT FOUND	
úskok	-	+	2	k	úo	o		NOT FOUND	
úsměv	-	+	2	v	úě	ě		NOT FOUND	
úspěch	-	+	2	ch	úě	ě		NOT FOUND	
ústav	-	+	2	v	úa	a		NOT FOUND	
ústup	-	+	2	p	úu	u		NOT FOUND	
ústupek	-	+	3	k	úue	e	ek	NOT FOUND	
úsudek	-	+	3	k	úue	e	ek	NOT FOUND	
úsvit	-	+	2	t	úi	i		NOT FOUND	
útes	-	+	2	s	úe	e		NOT FOUND	
útisk	-	+	2	sk	úi	i		NOT FOUND	
útlak	-	+	2	k	úa	a		NOT FOUND	
útlum	-	+	2	m	úu	u		NOT FOUND	
útok	-	+	2	k	úo	o		NOT FOUND	
útržek	-	+	2	k	úe	e	ek	NOT FOUND	
útulek	-	+	3	k	úue	e	ek	NOT FOUND	
útvar	-	+	2	r	úa	a		NOT FOUND	
útěk	-	+	2	k	úě	ě		NOT FOUND	
úvazek	-	+	3	k	úae	e	ek	NOT FOUND	
úvod	-	+	2	d	úo	o		NOT FOUND	
úvodník	-	+	3	k	úoí	í	ník	NOT FOUND	
úvěr	-	+	2	r	úě	ě		NOT FOUND	
úzus	-	+	2	s	úu	u		"zvyklost, obyčej, zaběhaný postup"	абстрактное понятие
účel	-	+	2	l	úe	e		NOT FOUND	
účes	-	+	2	s	úe	e		NOT FOUND	
účet	-	+	2	t	úe	e		NOT FOUND	
účinek	-	+	3	k	úie	e	ek	NOT FOUND	
úřad	-	+	2	d	úa	a		NOT FOUND	
úšklebek	-	+	3	k	úee	e	ek	NOT FOUND	
úžas	-	+	2	s	úa	a		NOT FOUND	
čaj	-	-	1	j	a	a		NOT FOUND	
čaloun	-	+	3	n	aou	u	oun	NOT FOUND	
čas	-	+	1	s	a	a		NOT FOUND	
časopis	-	+	3	s	aoi	i		NOT FOUND	
čenich	-	+	2	ch	ei	i		NOT FOUND	
čep	-	+	1	p	e	e		NOT FOUND	
čepel	-	-	2	l	ee	e	el	NOT FOUND	
červen	+	-	2	n	ee	e		NOT FOUND	
červenec	-	-	3	c	eee	e	ec	NOT FOUND	
česnek	-	+	2	k	ee	e	ek	NOT FOUND	
čich	-	+	1	ch	i	i		NOT FOUND	
čin	-	+	1	n	i	i		NOT FOUND	
činitel	-	-	3	l	iie	e		NOT FOUND	
činžák	-	+	2	k	iá	á	ák	NOT FOUND	
čip	-	+	1	p	i	i		"neformální označení integrovaného obvodu"	
čistič	-	-	2	č	ii	i	ič	NOT FOUND	
čitatel	-	-	3	l	iae	e		NOT FOUND	
člen	-	+	1	n	e	e		NOT FOUND	
člun	-	+	1	n	u	u		NOT FOUND	
článek	-	+	2	k	áe	e	ek	NOT FOUND	
čpavek	-	+	2	k	ae	e	ek	NOT FOUND	
čtverec	-	-	2	c	ee	e	ec	NOT FOUND	
čtvrťák	-	+	1	k	á	á	ák	NOT FOUND	
čumák	-	+	2	k	uá	á	ák	NOT FOUND	
čípek	-	+	2	k	íe	e	ek	NOT FOUND	
číselník	-	+	3	k	íeí	í		NOT FOUND	
čítač	-	-	2	č	ía	a	ač	NOT FOUND	
řadič	-	-	2	č	ai	i	ič	NOT FOUND	
řemen	-	+	2	n	ee	e		NOT FOUND	
řemínek	-	+	3	k	eíe	e	ek	NOT FOUND	
řetízek	-	+	3	k	eíe	e	ek	NOT FOUND	
řetěz	-	+	2	z	eě	ě		NOT FOUND	
řetězec	-	-	3	c	eěe	e	ec	NOT FOUND	
řev	-	+	1	v	e	e		NOT FOUND	
řez	-	+	1	z	e	e		NOT FOUND	
řezák	-	+	2	k	eá	á	ák	NOT FOUND	
